record_id,brand,country,region,plan_type,rate_per_min_myr,rate_fixed_per_min_myr,rate_per_sms_myr,country_code,access_code,plan_specific,notes,source_url,scraped_at
139,CelcomDigi,Poland,Europe,roaming,6.0,11.0,1.0,48,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
140,CelcomDigi,Portugal,Europe,roaming,6.0,11.0,1.0,351,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
141,CelcomDigi,Puerto Rico,Other,roaming,6.0,11.0,1.0,1939,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
142,CelcomDigi,Qatar,Middle East,roaming,6.0,11.0,1.0,974,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
143,CelcomDigi,Romania,Middle East,roaming,6.0,11.0,1.0,40,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
144,CelcomDigi,Russia,Europe,roaming,6.0,7.0,1.0,7,,False,to_other=16.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
145,CelcomDigi,Rwanda,Other,roaming,,,,250,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
146,CelcomDigi,Samoa,Other,roaming,6.0,7.0,1.0,685,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
147,CelcomDigi,San Marino,Other,roaming,6.0,11.0,1.0,378,,False,to_other=16.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
148,CelcomDigi,Saudi Arabia,Middle East,roaming,6.0,11.0,1.0,966,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
149,CelcomDigi,Senegal,Other,roaming,,,,221,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
150,CelcomDigi,Serbia,Other,roaming,6.0,11.0,1.0,381,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
151,CelcomDigi,Seychelles,Other,roaming,,,,248,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
152,CelcomDigi,Sierra Leone,Other,roaming,,,,232,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
153,CelcomDigi,Singapore,Southeast Asia,roaming,3.0,3.5,0.5,65,,False,to_other=8.0/min; receiving=2.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
154,CelcomDigi,Slovak Republic,Other,roaming,6.0,11.0,1.0,421,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
155,CelcomDigi,Slovenia,Other,roaming,6.0,11.0,1.0,386,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
156,CelcomDigi,Solomon Islands,Other,roaming,,,,677,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
157,CelcomDigi,South Africa,Other,roaming,6.0,11.0,1.0,27,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
158,CelcomDigi,South Korea,East Asia,roaming,6.0,7.0,1.0,82,,False,to_other=10.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
159,CelcomDigi,South Sudan,Other,roaming,,,,211,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
160,CelcomDigi,Spain,Europe,roaming,6.0,11.0,1.0,34,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
161,CelcomDigi,Sri Lanka,South Asia,roaming,6.0,7.0,1.0,94,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
162,CelcomDigi,St. Kitts and Nevis,Other,roaming,6.0,11.0,1.0,1869,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
163,CelcomDigi,St. Lucia,Other,roaming,6.0,11.0,1.0,1758,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
164,CelcomDigi,St. Vincent and The Grenadines,Other,roaming,6.0,11.0,1.0,1784,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
165,CelcomDigi,Sudan,Other,roaming,6.0,11.0,1.0,249,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
166,CelcomDigi,Suriname,Other,roaming,6.0,11.0,1.0,597,,False,to_other=16.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
167,CelcomDigi,Sweden,Europe,roaming,6.0,7.0,1.0,46,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
168,CelcomDigi,Switzerland,Europe,roaming,6.0,11.0,1.0,41,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
169,CelcomDigi,Taiwan,East Asia,roaming,6.0,7.0,1.0,886,,False,to_other=8.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
170,CelcomDigi,Tajikistan,Other,roaming,6.0,7.0,1.0,992,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
171,CelcomDigi,Tanzania,Other,roaming,6.0,11.0,1.0,255,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
172,CelcomDigi,Thailand,Southeast Asia,roaming,6.0,7.0,1.0,66,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
173,CelcomDigi,Timor-Leste,Southeast Asia,roaming,6.0,7.0,1.0,670,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
174,CelcomDigi,Tonga,Other,roaming,6.0,7.0,1.0,676,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
175,CelcomDigi,Trinidad and Tobago,Other,roaming,6.0,11.0,1.0,1868,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
176,CelcomDigi,Tunisia,Other,roaming,6.0,11.0,1.0,216,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
177,CelcomDigi,Turkey,Europe,roaming,6.0,11.0,1.0,90,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
178,CelcomDigi,Turkmenistan,Other,roaming,,,,993,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
179,CelcomDigi,Turks and Caicos,Other,roaming,6.0,11.0,1.0,1649,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
180,CelcomDigi,Uganda,Other,roaming,6.0,11.0,1.0,256,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
181,CelcomDigi,Ukraine,Europe,roaming,6.0,11.0,1.0,380,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
182,CelcomDigi,United Arab Emirates,Middle East,roaming,6.0,11.0,1.0,971,,False,to_other=16.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
183,CelcomDigi,United Kingdom,Europe,roaming,6.0,11.0,1.0,44,,False,to_other=10.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
184,CelcomDigi,United States,North America,roaming,6.0,11.0,1.0,1,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
185,CelcomDigi,Uruguay,Other,roaming,6.0,11.0,1.0,598,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
186,CelcomDigi,Uzbekistan,Other,roaming,6.0,7.0,1.0,998,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
187,CelcomDigi,Vanuatu,Other,roaming,6.0,7.0,1.0,678,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
188,CelcomDigi,Vatican city,Other,roaming,6.0,11.0,1.0,379,,False,to_other=16.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
189,CelcomDigi,Venezuela,Other,roaming,,,,58,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
190,CelcomDigi,Vietnam,Southeast Asia,roaming,6.0,7.0,1.0,84,,False,to_other=12.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
191,CelcomDigi,Yemen,Other,roaming,6.0,11.0,1.0,967,,False,to_other=15.0/min; receiving=6.0/min,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
192,CelcomDigi,Zambia,Other,roaming,,,,260,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
193,CelcomDigi,Zimbabwe,Other,roaming,,,,263,,False,,https://www.celcomdigi.com/roaming/multi-day-pass#check,2026-05-17T20:12:16
