record_id,brand,country,region,plan_type,rate_per_min_myr,rate_fixed_per_min_myr,rate_per_sms_myr,country_code,access_code,plan_specific,notes,source_url,scraped_at
178,Tune Talk,Guatemala,Other,postpaid,2.28,2.28,,502,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
179,Tune Talk,Guinea,Oceania,prepaid,3.88,3.88,,224,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
180,Tune Talk,Guinea,Oceania,postpaid,3.88,3.88,,224,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
181,Tune Talk,Guinea Bissau,Other,prepaid,0.28,3.88,,245,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
182,Tune Talk,Guinea Bissau,Other,postpaid,0.28,3.88,,245,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
183,Tune Talk,Guyana,Other,prepaid,2.28,2.28,,592,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
184,Tune Talk,Guyana,Other,postpaid,2.28,2.28,,592,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
185,Tune Talk,Haiti Republic,Other,prepaid,0.28,2.28,,509,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
186,Tune Talk,Haiti Republic,Other,postpaid,0.28,2.28,,509,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
187,Tune Talk,Haiwaii,Other,prepaid,0.45,0.45,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
188,Tune Talk,Haiwaii,Other,postpaid,0.45,0.45,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
189,Tune Talk,Honduras,Other,prepaid,0.28,2.28,,504,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
190,Tune Talk,Honduras,Other,postpaid,0.28,2.28,,504,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
191,Tune Talk,Hong Kong,East Asia,prepaid,0.48,0.28,,852,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
192,Tune Talk,Hong Kong,East Asia,postpaid,0.48,0.28,,852,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
193,Tune Talk,Hungary,Europe,prepaid,2.28,2.28,,36,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
194,Tune Talk,Hungary,Europe,postpaid,2.28,2.28,,36,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
195,Tune Talk,Iceland,Other,prepaid,0.35,2.28,,354,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
196,Tune Talk,Iceland,Other,postpaid,0.35,2.28,,354,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
197,Tune Talk,India,South Asia,prepaid,0.3,0.15,,91,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
198,Tune Talk,India,South Asia,postpaid,0.3,0.15,,91,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
199,Tune Talk,Indonesia,Southeast Asia,prepaid,0.48,0.22,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
200,Tune Talk,Indonesia,Southeast Asia,postpaid,0.48,0.22,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
201,Tune Talk,Indonesia_Batam,Southeast Asia,prepaid,0.48,0.48,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
202,Tune Talk,Indonesia_Batam,Southeast Asia,postpaid,0.48,0.48,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
203,Tune Talk,Indonesia_M-Excelcom,Southeast Asia,prepaid,0.48,0.22,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
204,Tune Talk,Indonesia_M-Excelcom,Southeast Asia,postpaid,0.48,0.22,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
205,Tune Talk,Indonesia_Telkomsel,Southeast Asia,prepaid,0.48,0.48,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
206,Tune Talk,Indonesia_Telkomsel,Southeast Asia,postpaid,0.48,0.48,,62,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
207,Tune Talk,Iran,Middle East,prepaid,2.28,2.28,,98,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
208,Tune Talk,Iran,Middle East,postpaid,2.28,2.28,,98,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
209,Tune Talk,Iraq,Middle East,prepaid,0.35,2.28,,964,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
210,Tune Talk,Iraq,Middle East,postpaid,0.35,2.28,,964,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
211,Tune Talk,Ireland,Europe,prepaid,2.28,2.28,,353,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
212,Tune Talk,Ireland,Europe,postpaid,2.28,2.28,,353,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
213,Tune Talk,Israel,Middle East,prepaid,2.28,2.28,,972,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
214,Tune Talk,Israel,Middle East,postpaid,2.28,2.28,,972,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
215,Tune Talk,Italy,Europe,prepaid,0.75,2.28,,39,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
216,Tune Talk,Italy,Europe,postpaid,0.75,2.28,,39,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
217,Tune Talk,Ivory Coast,Other,prepaid,0.75,2.88,,225,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
218,Tune Talk,Ivory Coast,Other,postpaid,0.75,2.88,,225,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
219,Tune Talk,Jamaica,Other,prepaid,0.75,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
220,Tune Talk,Jamaica,Other,postpaid,0.75,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
221,Tune Talk,Japan,East Asia,prepaid,0.88,0.28,,81,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
222,Tune Talk,Japan,East Asia,postpaid,0.88,0.28,,81,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
223,Tune Talk,Jordan,Middle East,prepaid,0.75,2.28,,962,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
224,Tune Talk,Jordan,Middle East,postpaid,0.75,2.28,,962,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
225,Tune Talk,Kazakhstan,Other,prepaid,2.38,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
226,Tune Talk,Kazakhstan,Other,postpaid,2.38,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
227,Tune Talk,Kenya,Other,prepaid,0.35,2.28,,254,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
228,Tune Talk,Kenya,Other,postpaid,0.35,2.28,,254,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
229,Tune Talk,Kiribati,Other,prepaid,3.88,15.0,,686,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
230,Tune Talk,Kiribati,Other,postpaid,3.88,15.0,,686,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
231,Tune Talk,Kuwait,Middle East,prepaid,0.35,1.28,,965,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
232,Tune Talk,Kuwait,Middle East,postpaid,0.35,1.28,,965,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
233,Tune Talk,Kyrgyzstan,Other,prepaid,2.28,2.28,,996,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
234,Tune Talk,Kyrgyzstan,Other,postpaid,2.28,2.28,,996,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
235,Tune Talk,Laos,Southeast Asia,prepaid,0.35,0.78,,856,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
236,Tune Talk,Laos,Southeast Asia,postpaid,0.35,0.78,,856,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
237,Tune Talk,Latvia,Europe,prepaid,2.28,2.28,,371,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
238,Tune Talk,Latvia,Europe,postpaid,2.28,2.28,,371,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
239,Tune Talk,Lebanon,Middle East,prepaid,0.75,2.28,,961,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
240,Tune Talk,Lebanon,Middle East,postpaid,0.75,2.28,,961,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
241,Tune Talk,Lesotho,Other,prepaid,2.28,28.0,,266,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
242,Tune Talk,Lesotho,Other,postpaid,2.28,28.0,,266,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
243,Tune Talk,Liberia,Other,prepaid,0.35,2.28,,231,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
244,Tune Talk,Liberia,Other,postpaid,0.35,2.28,,231,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
245,Tune Talk,Libya,Middle East,prepaid,0.75,2.28,,218,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
246,Tune Talk,Libya,Middle East,postpaid,0.75,2.28,,218,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
247,Tune Talk,Liechtenstein,Other,prepaid,2.28,2.28,,423,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
248,Tune Talk,Liechtenstein,Other,postpaid,2.28,2.28,,423,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
249,Tune Talk,Lithuania,Europe,prepaid,2.28,2.28,,370,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
250,Tune Talk,Lithuania,Europe,postpaid,2.28,2.28,,370,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
251,Tune Talk,Luxembourg (+),Other,prepaid,0.75,2.28,,,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
252,Tune Talk,Luxembourg (+),Other,postpaid,0.75,2.28,,,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
253,Tune Talk,Macau,East Asia,prepaid,0.75,0.55,,853,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
254,Tune Talk,Macau,East Asia,postpaid,0.75,0.55,,853,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
255,Tune Talk,Macedonia,Other,prepaid,3.88,7.88,,389,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
256,Tune Talk,Macedonia,Other,postpaid,3.88,7.88,,389,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
257,Tune Talk,Madagascar,Other,prepaid,3.88,5.88,,261,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
258,Tune Talk,Madagascar,Other,postpaid,3.88,5.88,,261,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
259,Tune Talk,Madeira,Other,prepaid,0.48,0.48,,351,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
260,Tune Talk,Madeira,Other,postpaid,0.48,0.48,,351,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
261,Tune Talk,Maldives,South Asia,prepaid,0.75,5.88,,960,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
262,Tune Talk,Maldives,South Asia,postpaid,0.75,5.88,,960,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
263,Tune Talk,Mali,Other,prepaid,0.35,2.88,,223,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
264,Tune Talk,Mali,Other,postpaid,0.35,2.88,,223,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
265,Tune Talk,Malta,Other,prepaid,2.28,2.28,,356,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
266,Tune Talk,Malta,Other,postpaid,2.28,2.28,,356,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
267,Tune Talk,Marshall Islands,Other,prepaid,0.28,2.28,,692,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
268,Tune Talk,Marshall Islands,Other,postpaid,0.28,2.28,,692,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
269,Tune Talk,Martinique,Other,prepaid,2.28,2.28,,596,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
270,Tune Talk,Martinique,Other,postpaid,2.28,2.28,,596,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
271,Tune Talk,Mauritania,Other,prepaid,3.88,3.88,,222,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
272,Tune Talk,Mauritania,Other,postpaid,3.88,3.88,,222,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
273,Tune Talk,Mauritius Island,Other,prepaid,0.75,2.28,,230,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
274,Tune Talk,Mauritius Island,Other,postpaid,0.75,2.28,,230,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
275,Tune Talk,Mayotte,Other,prepaid,0.48,2.28,,262,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
276,Tune Talk,Mayotte,Other,postpaid,0.48,2.28,,262,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
277,Tune Talk,Mexico,North America,prepaid,0.75,0.28,,52,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
278,Tune Talk,Mexico,North America,postpaid,0.75,0.28,,52,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
279,Tune Talk,Micronesia,Other,prepaid,2.28,2.28,,691,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
280,Tune Talk,Micronesia,Other,postpaid,2.28,2.28,,691,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
281,Tune Talk,Moldova,Other,prepaid,2.28,2.28,,373,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
282,Tune Talk,Moldova,Other,postpaid,2.28,2.28,,373,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
283,Tune Talk,Monaco,Other,prepaid,0.48,2.28,,377,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
284,Tune Talk,Monaco,Other,postpaid,0.48,2.28,,377,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
285,Tune Talk,Mongolia,Other,prepaid,2.28,2.28,,976,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
286,Tune Talk,Mongolia,Other,postpaid,2.28,2.28,,976,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
287,Tune Talk,Montenegro,Other,prepaid,0.75,2.88,,382,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
288,Tune Talk,Montenegro,Other,postpaid,0.75,2.88,,382,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
289,Tune Talk,Montserrat,Other,prepaid,0.75,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
290,Tune Talk,Montserrat,Other,postpaid,0.75,2.28,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
291,Tune Talk,Morocco,Middle East,prepaid,0.35,2.88,,212,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
292,Tune Talk,Morocco,Middle East,postpaid,0.35,2.88,,212,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
293,Tune Talk,Mozambique,Other,prepaid,5.88,2.28,,258,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
294,Tune Talk,Mozambique,Other,postpaid,5.88,2.28,,258,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
295,Tune Talk,Myanmar (Burma),Southeast Asia,prepaid,1.05,0.88,,95,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
296,Tune Talk,Myanmar (Burma),Southeast Asia,postpaid,1.05,0.88,,95,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
297,Tune Talk,Namibia,Other,prepaid,2.28,2.28,,264,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
298,Tune Talk,Namibia,Other,postpaid,2.28,2.28,,264,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
299,Tune Talk,Nauru,Other,prepaid,5.88,15.0,,674,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
300,Tune Talk,Nauru,Other,postpaid,5.88,15.0,,674,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
301,Tune Talk,Nepal,South Asia,prepaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
302,Tune Talk,Nepal,South Asia,postpaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
303,Tune Talk,Nepal_Ncell,South Asia,prepaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
304,Tune Talk,Nepal_Ncell,South Asia,postpaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
305,Tune Talk,Nepal_NTC,South Asia,prepaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
306,Tune Talk,Nepal_NTC,South Asia,postpaid,0.28,0.58,,977,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
307,Tune Talk,Netherlands,Europe,prepaid,0.75,3.88,,31,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
308,Tune Talk,Netherlands,Europe,postpaid,0.75,3.88,,31,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
309,Tune Talk,Netherlands Antilles,Europe,prepaid,2.28,2.28,,599,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
310,Tune Talk,Netherlands Antilles,Europe,postpaid,2.28,2.28,,599,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
311,Tune Talk,New Caledonia,Other,prepaid,2.28,2.28,,687,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
312,Tune Talk,New Caledonia,Other,postpaid,2.28,2.28,,687,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
313,Tune Talk,New Zealand,Oceania,prepaid,0.35,0.95,,64,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
314,Tune Talk,New Zealand,Oceania,postpaid,0.35,0.95,,64,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
315,Tune Talk,Nicaragua,Other,prepaid,2.28,2.28,,505,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
316,Tune Talk,Nicaragua,Other,postpaid,2.28,2.28,,505,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
317,Tune Talk,Niger,Other,prepaid,0.48,2.28,,227,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
318,Tune Talk,Niger,Other,postpaid,0.48,2.28,,227,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
319,Tune Talk,Nigeria,Other,prepaid,0.75,1.38,,234,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
320,Tune Talk,Nigeria,Other,postpaid,0.75,1.38,,234,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
321,Tune Talk,Niue Island,Other,prepaid,7.88,15.0,,683,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
322,Tune Talk,Niue Island,Other,postpaid,7.88,15.0,,683,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
323,Tune Talk,Norfolk Island,Other,prepaid,0.48,7.88,,672,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
324,Tune Talk,Norfolk Island,Other,postpaid,0.48,7.88,,672,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
325,Tune Talk,North Korea,Other,prepaid,0.28,2.88,,850,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
326,Tune Talk,North Korea,Other,postpaid,0.28,2.88,,850,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
327,Tune Talk,Northen Mariana Island,Other,prepaid,0.48,0.48,,1670,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
328,Tune Talk,Northen Mariana Island,Other,postpaid,0.48,0.48,,1670,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
329,Tune Talk,Norway,Europe,prepaid,0.88,0.88,,47,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
330,Tune Talk,Norway,Europe,postpaid,0.88,0.88,,47,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
331,Tune Talk,Oman,Middle East,prepaid,0.35,1.88,,968,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
332,Tune Talk,Oman,Middle East,postpaid,0.35,1.88,,968,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
333,Tune Talk,Pakistan,South Asia,prepaid,0.35,0.3,,92,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
334,Tune Talk,Pakistan,South Asia,postpaid,0.35,0.3,,92,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
335,Tune Talk,Palau,Other,prepaid,0.28,2.28,,680,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
336,Tune Talk,Palau,Other,postpaid,0.28,2.28,,680,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
337,Tune Talk,Palestine,Other,prepaid,2.28,2.28,,970,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
338,Tune Talk,Palestine,Other,postpaid,2.28,2.28,,970,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
339,Tune Talk,Panama,Other,prepaid,0.75,2.28,,507,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
340,Tune Talk,Panama,Other,postpaid,0.75,2.28,,507,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
341,Tune Talk,Papua New Guinea,Oceania,prepaid,4.88,3.88,,675,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
342,Tune Talk,Papua New Guinea,Oceania,postpaid,4.88,3.88,,675,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
343,Tune Talk,Paraguay,Other,prepaid,0.75,2.28,,595,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
344,Tune Talk,Paraguay,Other,postpaid,0.75,2.28,,595,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
345,Tune Talk,Peru,South America,prepaid,0.35,2.28,,51,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
346,Tune Talk,Peru,South America,postpaid,0.35,2.28,,51,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
347,Tune Talk,Philippines,Southeast Asia,prepaid,0.28,0.56,,63,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
348,Tune Talk,Philippines,Southeast Asia,postpaid,0.28,0.56,,63,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
349,Tune Talk,Poland,Europe,prepaid,15.0,7.88,,48,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
350,Tune Talk,Poland,Europe,postpaid,15.0,7.88,,48,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
351,Tune Talk,Puerto Rico,Other,prepaid,0.48,0.88,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
352,Tune Talk,Puerto Rico,Other,postpaid,0.48,0.88,,1,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
353,Tune Talk,Qatar,Middle East,prepaid,1.25,1.28,,974,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
354,Tune Talk,Qatar,Middle East,postpaid,1.25,1.28,,974,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
355,Tune Talk,Reunion Islands,Other,prepaid,3.88,3.88,,262,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
356,Tune Talk,Reunion Islands,Other,postpaid,3.88,3.88,,262,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
357,Tune Talk,Romania,Europe,prepaid,0.75,2.28,,40,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
358,Tune Talk,Romania,Europe,postpaid,0.75,2.28,,40,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
359,Tune Talk,Russia,Europe,prepaid,0.75,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
360,Tune Talk,Russia,Europe,postpaid,0.75,2.28,,7,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
361,Tune Talk,Rwanda,Other,prepaid,0.75,2.28,,250,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
362,Tune Talk,Rwanda,Other,postpaid,0.75,2.28,,250,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
363,Tune Talk,Samoa,Other,prepaid,0.28,7.88,,685,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
364,Tune Talk,Samoa,Other,postpaid,0.28,7.88,,685,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
365,Tune Talk,San Marino,Other,prepaid,2.28,2.28,,378,132,False,,https://www.tunetalk.com/prepaid/idd/,2026-05-17T08:03:40
